name,n_estimators,max_depth,R2,MSE,RMSE,MAE,MAPE
RandomForestRegressor,210,45,0.3364672553758776,316.8445904713926,17.800128945358587,12.961812171960874,7.047905937019296
RandomForestRegressor,210,50,0.3400190745128677,315.1485555899105,17.752423935618214,12.95220063041407,7.046728457629662
RandomForestRegressor,210,55,0.3383684992958045,315.93672442246583,17.774608980859913,12.956917701871788,7.079385526028558
RandomForestRegressor,220,25,0.33656285154609844,316.7989421900536,17.798846653366436,13.013637671676662,7.032089429267007
RandomForestRegressor,220,30,0.33715723808662634,316.51511571496087,17.790871696321148,12.992747700009824,7.020741253142057
RandomForestRegressor,220,35,0.33955416071063427,315.3705573290358,17.75867555109434,12.970274946697636,7.030563303881272
RandomForestRegressor,220,40,0.33555438844271,317.28049503215124,17.812369158316677,12.982505296570832,7.065797453554651
RandomForestRegressor,220,45,0.3392904829888812,315.4964665029871,17.762220201962002,12.947419260876808,7.056914443417401
RandomForestRegressor,220,50,0.34043688870315003,314.9490444624105,17.74680378159432,12.975753414672626,7.012279092500754
RandomForestRegressor,220,55,0.33830864841123476,315.9653039148338,17.775412904200955,13.001692775431856,7.027100387361383
RandomForestRegressor,230,25,0.33842490773681466,315.9097887368711,17.773851263495796,12.990701184796341,7.013925735437041
RandomForestRegressor,230,30,0.33751484310582514,316.3443551657995,17.78607194311885,12.971194730895245,7.044191331998232
RandomForestRegressor,230,35,0.3356918897769162,317.2148365484083,17.810526004259625,12.989291596492922,7.052713053215171
RandomForestRegressor,230,40,0.340037629323813,315.1396954522265,17.752174386599137,12.94550027674717,7.007617909828383
RandomForestRegressor,230,45,0.33787531526893066,316.17222552212957,17.78123239604414,12.972135829224893,7.041920673615919
RandomForestRegressor,230,50,0.34042193692867206,314.95618410834305,17.74700493346252,12.942282594791244,7.017913677789728
RandomForestRegressor,230,55,0.33808624090092054,316.0715060835951,17.77839998660158,12.960924608919813,7.049850880782509
RandomForestRegressor,240,25,0.33797838158482074,316.12301015949043,17.7798484290359,12.991510699189638,7.029554035372453
RandomForestRegressor,240,30,0.33657842254915826,316.7915068552827,17.798637780888814,12.98836812856455,7.0513637633012864
RandomForestRegressor,240,35,0.33531678334645676,317.3939542246722,17.815553716476852,12.999618569040088,7.040713959099121
RandomForestRegressor,240,40,0.3364280921186744,316.8632913814692,17.800654240265136,12.987466618703037,7.0808638810020526
RandomForestRegressor,240,45,0.3367004205268075,316.73325140432,17.797001191333333,12.997969036733918,7.056658922880326
RandomForestRegressor,240,50,0.33512255697399673,317.4866995728701,17.818156458311563,13.014340133626686,7.040934867903081
RandomForestRegressor,240,55,0.3377757832203423,316.2197532310923,17.782568802934303,12.977623142136359,7.006154715166055
